timestamp,machine_id,cycle_number,shift,barrel_temp,mold_temp,injection_pressure,holding_pressure,injection_speed,cooling_time,cycle_time,screw_rpm,cushion_size,melt_temp,melt_viscosity,ambient_temp,humidity,temp_gradient,pressure_ratio,cooling_efficiency,machine_health,cycles_since_maintenance,maintenance_event,is_defective,defect_type,length_mm,width_mm,thickness_mm,energy_kwh
2024-01-03 02:37:17,M001,2699,3,222.64,60.49,86.95,56.19,71.58,22.66,81.28,140.34,3.13,231.95,336.5,27.28,57.74,162.14,0.646,0.279,90.26,222,0,1,short_shot,99.931,49.862,2.988,13.93
2024-01-03 02:38:25,M001,2700,3,235.16,46.42,84.02,44.16,57.42,19.54,70.14,108.42,4.14,243.74,284.65,18.33,54.33,188.74,0.526,0.279,90.22,223,0,0,,100.081,49.978,3.039,14.44
2024-01-03 02:39:50,M001,2701,3,222.74,57.96,87.49,44.74,67.0,22.86,58.04,140.35,3.96,231.91,356.33,19.46,55.66,164.78,0.511,0.394,90.17,224,0,0,,100.035,49.987,3.007,14.58
2024-01-03 02:41:13,M001,2702,3,231.66,41.5,107.38,61.9,62.9,16.53,85.62,80.51,5.48,240.66,325.52,26.51,57.44,190.16,0.576,0.193,90.12,225,0,1,short_shot,100.521,50.018,2.865,15.24
2024-01-03 02:42:22,M001,2703,3,233.4,49.58,99.78,57.59,94.75,17.83,75.77,114.77,4.54,248.23,281.71,27.99,54.67,183.82,0.577,0.235,90.11,226,0,0,,100.056,49.952,3.012,14.94
2024-01-03 02:43:51,M001,2704,3,233.89,47.86,89.53,55.85,94.49,20.37,45.8,95.06,3.64,244.36,367.96,26.39,60.57,186.03,0.624,0.445,90.07,227,0,1,sink_marks,99.982,49.9,3.241,15.66
2024-01-03 02:44:37,M001,2705,3,224.35,41.91,109.82,71.28,73.8,23.32,83.56,131.23,5.12,234.9,258.74,18.57,32.14,182.45,0.649,0.279,90.04,228,0,0,,99.98,49.984,2.983,15.77
2024-01-03 02:45:58,M001,2706,3,227.87,43.26,106.54,54.03,57.13,18.05,57.74,120.14,5.2,241.43,376.28,24.64,32.11,184.62,0.507,0.313,90.0,229,0,0,,100.175,49.972,3.008,15.42
2024-01-03 02:47:17,M001,2707,3,237.77,52.21,89.12,51.24,67.91,21.03,70.13,103.6,5.82,246.03,371.88,24.89,37.36,185.56,0.575,0.3,89.98,230,0,0,,100.065,50.112,2.962,13.98
2024-01-03 02:48:16,M001,2708,3,220.51,42.31,99.07,68.12,68.0,27.63,54.52,95.92,7.8,232.31,269.05,18.61,58.97,178.2,0.688,0.507,89.96,231,0,0,,99.945,50.029,3.037,15.8
2024-01-03 02:49:36,M001,2709,3,226.85,57.58,126.61,79.36,89.85,17.33,83.76,85.08,5.37,237.76,223.64,21.52,37.68,169.27,0.627,0.207,89.95,232,0,0,,100.008,50.078,3.02,15.6
2024-01-03 02:50:25,M001,2710,3,223.2,53.43,107.44,58.82,47.84,23.81,46.77,93.31,6.08,234.85,274.17,19.0,33.75,169.77,0.547,0.509,89.93,233,0,0,,99.911,49.953,2.966,15.59
2024-01-03 02:51:37,M001,2711,3,227.18,39.6,75.99,42.74,69.61,25.83,46.62,107.68,7.98,239.44,227.34,22.14,50.33,187.58,0.563,0.554,89.92,234,0,0,,99.773,50.049,3.008,14.15
2024-01-03 02:53:01,M001,2712,3,227.05,55.47,100.97,60.11,60.41,20.14,64.49,92.82,4.82,239.27,313.63,26.72,49.97,171.58,0.595,0.312,89.87,235,0,0,,100.057,50.064,2.976,15.27
2024-01-03 02:54:28,M001,2713,3,229.8,41.33,114.09,68.55,61.07,17.89,50.19,91.59,5.86,241.27,224.96,24.28,47.36,188.47,0.601,0.356,89.85,236,0,1,flash,100.761,50.034,3.025,15.08
2024-01-03 02:55:50,M001,2714,3,235.83,51.22,106.13,64.38,60.05,26.93,85.55,112.63,6.78,244.43,251.8,18.42,32.42,184.62,0.607,0.315,89.82,237,0,0,,100.142,49.991,3.044,15.5
2024-01-03 02:56:43,M001,2715,3,224.23,59.87,85.84,54.45,88.99,28.19,54.98,120.46,4.04,238.5,296.27,24.54,68.33,164.37,0.634,0.513,89.8,238,0,0,,100.087,50.098,3.015,15.02
2024-01-03 02:57:58,M001,2716,3,233.48,43.73,92.5,52.61,61.12,28.66,77.67,108.32,4.95,242.81,264.57,20.29,68.01,189.74,0.569,0.369,89.77,239,0,0,,99.931,50.048,3.04,14.84
2024-01-03 02:59:23,M001,2717,3,233.26,45.38,89.58,51.05,88.63,23.32,54.52,122.54,6.87,247.37,220.98,25.53,61.87,187.88,0.57,0.428,89.74,240,0,1,burn_marks,100.314,49.477,3.175,15.78
2024-01-03 03:00:13,M001,2718,3,240.39,54.0,95.45,55.73,64.43,16.37,80.58,111.89,7.2,248.85,219.98,18.3,61.74,186.39,0.584,0.203,89.7,241,0,0,,99.817,49.99,3.003,15.44
2024-01-03 03:01:25,M001,2719,3,234.55,41.13,126.57,77.12,78.9,23.08,48.4,80.67,4.28,239.68,258.34,20.74,39.84,193.43,0.609,0.477,89.67,242,0,0,,99.969,49.994,2.972,16.68
2024-01-03 03:02:36,M001,2720,3,223.62,56.48,111.81,73.14,91.93,29.64,62.32,134.16,5.87,238.49,253.5,24.8,47.24,167.14,0.654,0.476,89.65,243,0,0,,100.117,49.973,3.003,15.91
2024-01-03 03:03:40,M001,2721,3,225.2,51.02,81.6,50.91,50.2,22.21,66.45,109.07,3.64,237.59,237.28,27.22,31.59,174.18,0.624,0.334,89.62,244,0,0,,99.954,50.016,3.062,13.98
2024-01-03 03:04:46,M001,2722,3,221.33,41.61,68.53,41.37,55.14,17.19,50.72,101.87,4.6,232.41,323.4,26.82,49.8,179.71,0.604,0.339,89.58,245,0,0,,99.881,49.998,2.982,12.92
2024-01-03 03:05:48,M001,2723,3,223.83,46.23,106.2,71.69,89.74,27.27,64.9,137.19,7.69,231.37,364.46,23.55,31.57,177.6,0.675,0.42,89.57,246,0,0,,100.115,49.947,2.965,15.39
2024-01-03 03:06:49,M001,2724,3,229.95,40.56,89.56,56.24,60.41,28.45,78.28,145.47,7.62,241.42,244.03,18.49,36.07,189.39,0.628,0.363,89.53,247,0,1,flash,100.05,50.258,3.167,14.96
2024-01-03 03:08:04,M001,2725,3,237.61,45.52,97.49,63.51,47.75,23.7,68.66,148.54,7.57,246.95,349.67,23.86,37.72,192.09,0.651,0.345,89.49,248,0,1,warping,99.824,50.47,3.005,14.92
2024-01-03 03:09:11,M001,2726,3,239.93,60.61,106.74,73.49,62.77,28.73,46.27,81.93,7.34,246.3,210.16,23.76,61.81,179.32,0.689,0.621,89.44,249,0,0,,100.111,49.989,2.963,16.16
2024-01-03 03:10:26,M001,2727,3,223.77,46.19,117.24,80.18,84.22,24.44,54.37,93.8,7.34,231.45,225.12,26.24,50.99,177.59,0.684,0.45,89.39,250,0,0,,99.922,50.009,3.029,16.06
2024-01-03 03:11:29,M001,2728,3,230.31,42.15,108.82,70.35,62.54,21.5,83.47,128.14,4.47,246.46,394.05,27.77,32.6,188.16,0.646,0.258,89.36,251,0,0,,99.851,49.992,2.968,16.12
2024-01-03 03:12:58,M001,2729,3,222.87,43.9,120.48,71.01,66.08,27.11,77.74,131.8,5.69,232.79,275.5,21.89,33.06,178.97,0.589,0.349,89.34,252,0,0,,99.996,49.937,3.001,15.84
2024-01-03 03:14:12,M001,2730,3,236.14,46.33,98.54,51.84,89.86,15.98,77.28,113.78,4.47,243.75,220.15,27.55,34.76,189.81,0.526,0.207,89.29,253,0,0,,100.034,49.951,3.015,15.81
2024-01-03 03:15:10,M001,2731,3,226.3,48.38,93.77,52.64,70.84,15.89,74.79,126.41,3.6,240.59,322.29,21.58,33.45,177.92,0.561,0.212,89.26,254,0,1,flash,99.208,50.525,3.019,14.94
2024-01-03 03:16:17,M001,2732,3,230.05,56.41,118.59,75.47,86.75,17.33,55.9,130.83,7.7,238.47,241.16,22.97,64.23,173.64,0.636,0.31,89.23,255,0,1,warping,100.277,49.741,2.985,17.2
2024-01-03 03:17:19,M001,2733,3,223.07,50.45,86.08,57.58,55.38,17.85,82.18,127.93,7.9,232.1,365.2,18.52,58.52,172.63,0.669,0.217,89.18,256,0,0,,99.935,49.932,2.948,14.93
2024-01-03 03:18:09,M001,2734,3,233.94,61.49,119.23,78.89,50.13,21.88,63.57,112.67,5.44,243.71,388.55,19.69,57.64,172.45,0.662,0.344,89.14,257,0,0,,100.0,50.027,2.995,16.62
2024-01-03 03:19:02,M001,2735,3,232.05,53.67,87.7,57.87,82.12,29.3,66.38,105.42,5.16,243.95,287.6,18.22,46.96,178.39,0.66,0.441,89.1,258,0,1,flash,100.255,50.145,2.913,15.54
2024-01-03 03:19:51,M001,2736,3,240.88,44.79,94.06,54.36,60.95,20.06,67.65,80.46,6.41,250.29,250.94,18.64,35.08,196.09,0.578,0.297,89.08,259,0,0,,99.938,50.038,3.026,15.1
2024-01-03 03:21:02,M001,2737,3,226.77,52.35,92.55,61.15,56.19,18.35,78.88,138.78,6.56,231.58,394.96,22.39,30.98,174.41,0.661,0.233,89.05,260,0,0,,100.029,49.969,2.995,14.99
2024-01-03 03:22:31,M001,2738,3,216.79,43.83,107.08,61.55,83.6,20.25,51.06,119.14,6.09,225.42,372.2,26.75,50.2,172.96,0.575,0.397,89.01,261,0,1,short_shot,100.176,50.079,2.646,15.09
2024-01-03 03:23:35,M001,2739,3,237.22,41.67,121.91,75.35,80.68,15.07,76.04,83.4,6.94,248.34,345.1,25.78,45.6,195.55,0.618,0.198,88.97,262,0,1,flash,99.841,49.676,2.902,16.62
2024-01-03 03:24:56,M001,2740,3,229.65,47.8,98.59,58.0,74.87,23.13,64.79,149.06,5.44,238.87,298.21,19.07,43.37,181.84,0.588,0.357,88.93,263,0,0,,99.913,49.978,3.002,15.56
2024-01-03 03:25:57,M001,2741,3,226.4,41.02,93.78,46.93,76.79,25.55,74.04,91.17,4.01,235.55,239.26,23.99,47.23,185.38,0.5,0.345,88.89,264,0,1,flash,100.066,50.045,3.048,14.55
2024-01-03 03:26:46,M001,2742,3,233.4,36.86,106.63,66.65,61.02,22.16,60.4,91.37,5.79,245.43,389.12,26.66,54.63,196.55,0.625,0.367,88.86,265,0,0,,99.969,49.952,2.944,15.75
2024-01-03 03:28:10,M001,2743,3,235.66,50.71,101.67,58.35,88.59,18.76,65.57,135.51,4.45,244.38,216.59,18.2,67.25,184.94,0.574,0.286,88.85,266,0,0,,99.933,50.043,3.007,16.17
2024-01-03 03:29:28,M001,2744,3,233.49,46.46,110.88,71.62,91.38,28.34,50.99,126.3,5.47,243.01,324.09,27.07,64.25,187.03,0.646,0.556,88.8,267,0,0,,99.86,50.02,3.003,16.0
2024-01-03 03:30:16,M001,2745,3,224.13,53.33,106.76,58.09,90.87,26.28,56.07,118.13,3.16,233.07,307.89,22.89,48.07,170.8,0.544,0.469,88.77,268,0,1,burn_marks,98.978,49.704,3.241,15.63
2024-01-03 03:31:05,M001,2746,3,219.27,52.34,74.74,43.35,49.95,29.49,74.05,133.77,3.76,231.45,225.0,27.57,41.14,166.94,0.58,0.398,88.74,269,0,0,,100.06,49.941,3.003,13.09
2024-01-03 03:32:06,M001,2747,3,222.96,41.92,98.86,65.39,63.29,24.49,87.55,145.27,5.04,234.06,332.92,19.23,36.51,181.04,0.661,0.28,88.72,270,0,0,,100.202,50.005,2.977,15.25
2024-01-03 03:33:11,M001,2748,3,221.52,51.98,75.53,45.78,55.0,24.93,83.61,113.28,7.52,228.62,321.2,20.15,44.08,169.54,0.606,0.298,88.69,271,0,0,,100.027,50.027,2.979,13.62
2024-01-03 03:34:04,M001,2749,3,232.99,40.9,96.42,61.5,92.79,23.18,68.5,121.15,4.21,243.58,242.19,24.85,63.73,192.09,0.638,0.338,88.67,272,0,0,,100.008,49.968,2.95,14.55
2024-01-03 03:35:20,M001,2750,3,223.21,53.15,126.1706012152175,50.38,72.67,26.75,56.32,122.93,7.81,227.16,218.52,19.99,34.56,170.06,0.611,0.475,88.63,273,0,0,,100.014,50.036,3.005,14.53
2024-01-03 03:36:26,M001,2751,3,238.78,46.29,99.03,60.74,83.0,25.8,55.99,141.15,6.66,247.77,308.8,20.43,37.86,192.49,0.613,0.461,88.62,274,0,0,,99.933,49.995,2.985,15.18
2024-01-03 03:37:44,M001,2752,3,226.04,51.66,107.36,55.14,92.82,23.04,59.56,123.05,3.33,240.25,268.44,22.88,46.13,174.38,0.514,0.387,88.61,275,0,1,weld_lines,100.136,50.182,3.108,15.9
2024-01-03 03:38:47,M001,2753,3,239.26,52.47,96.06,60.87,90.14,24.14,72.17,123.44,7.52,249.93,254.02,22.22,37.82,186.79,0.634,0.335,88.58,276,0,0,,99.865,50.005,3.027,15.09
2024-01-03 03:39:48,M001,2754,3,217.97,57.77,94.51,58.34,52.16,22.4,70.43,81.49,4.66,225.96,315.91,26.45,47.91,160.2,0.617,0.318,88.54,277,0,1,warping,99.934,49.655,3.098,14.76
2024-01-03 03:41:00,M001,2755,3,240.75,48.3,100.83,51.91,57.97,25.46,67.87,123.14,7.56,252.32,213.6,22.05,64.61,192.45,0.515,0.375,88.52,278,0,0,,100.177,50.008,3.044,15.84
2024-01-03 03:42:05,M001,2756,3,219.71,44.07,124.69,71.08,85.28,25.89,70.49,115.6,6.31,228.53,325.18,27.72,43.97,175.64,0.57,0.367,88.47,279,0,0,,99.965,50.044,2.984,17.41
2024-01-03 03:43:26,M001,2757,3,232.76,58.2,73.91,50.28,87.72,19.05,63.28,85.01,4.12,243.51,333.26,26.38,68.57,174.55,0.68,0.301,88.46,280,0,1,warping,99.77,50.421,2.95,14.57
2024-01-03 03:44:25,M001,2758,3,223.68,52.26,111.4,59.76,52.18,17.79,51.26,96.43,7.28,234.55,340.25,25.3,66.43,171.42,0.536,0.347,88.42,281,0,1,sink_marks,99.484,49.945,3.155,15.34
2024-01-03 03:45:34,M001,2759,3,231.21,50.49,86.2,49.29,61.66,29.72,45.56,101.98,7.7,241.18,307.04,21.66,37.12,180.72,0.572,0.652,88.39,282,0,0,,100.187,49.96,3.032,14.06
2024-01-03 03:46:59,M001,2760,3,235.61,42.41,111.39,69.16,61.89,16.24,60.34,91.39,6.55,246.63,324.38,19.1,57.14,193.21,0.621,0.269,88.37,283,0,0,,99.86,50.095,2.958,16.37
2024-01-03 03:47:59,M001,2761,3,238.89,37.13,94.82,48.37,53.96,15.33,58.01,90.37,4.39,247.31,380.14,18.1,36.26,201.76,0.51,0.264,88.36,284,0,0,,100.118,49.998,2.962,16.48
2024-01-03 03:48:56,M001,2762,3,226.39,40.84,109.51,71.0,73.63,27.35,64.92,90.14,7.4,236.75,245.24,21.83,41.9,185.55,0.648,0.421,88.33,285,0,0,,99.984,50.021,3.01,15.92
2024-01-03 03:49:49,M001,2763,3,226.91,45.39,92.99,63.0,89.77,26.45,51.12,116.46,5.97,231.66,291.41,23.77,54.64,181.53,0.677,0.517,88.32,286,0,0,,100.03,50.063,2.965,15.01
2024-01-03 03:50:43,M001,2764,3,218.13,49.28,77.45,42.14,51.12,21.27,73.47,128.6,6.76,228.96,224.51,22.58,47.1,168.85,0.544,0.29,88.29,287,0,1,short_shot,100.817,49.969,2.931,13.65
2024-01-03 03:51:29,M001,2765,3,222.61,58.85,104.94,61.77,63.59,24.34,58.36,146.66,7.48,228.17,311.73,23.56,43.41,163.76,0.589,0.417,88.28,288,0,1,burn_marks,100.582,50.57,2.969,15.28
2024-01-03 03:52:19,M001,2766,3,230.45,45.66,83.88,42.88,84.62,22.49,83.35,101.34,3.69,237.41,219.94,25.65,39.23,184.8,0.511,0.27,88.25,289,0,0,,100.223,49.912,3.025,14.26
2024-01-03 03:53:36,M001,2767,3,222.83,42.96,91.43,60.15,76.32,20.34,59.64,111.34,4.56,230.45,357.81,23.29,44.49,179.87,0.658,0.341,88.23,290,0,0,,99.871,50.096,3.048,15.18
2024-01-03 03:54:22,M001,2768,3,234.62,46.89,96.63,51.9,83.3,17.05,53.35,134.06,4.17,248.43,348.93,26.93,30.33,187.73,0.537,0.32,88.18,291,0,0,,99.904,49.946,3.023,15.81
2024-01-03 03:55:41,M001,2769,3,235.86,53.14,117.77,68.86,83.64,15.46,82.65,100.11,7.39,244.63,361.9,21.86,53.33,182.72,0.585,0.187,88.15,292,0,0,,99.848,50.002,2.981,16.52
2024-01-03 03:56:34,M001,2770,3,227.1,51.53,102.57,58.15,94.49,27.82,66.21,140.09,5.57,239.67,332.96,18.19,58.93,175.57,0.567,0.42,88.13,293,0,0,,100.023,50.067,2.954,15.92
2024-01-03 03:57:30,M001,2771,3,233.84,56.55,103.91,53.07,89.27,16.56,66.35,102.34,6.51,243.23,342.77,25.72,55.52,177.29,0.511,0.25,88.09,294,0,0,,100.022,50.001,3.06,15.29
2024-01-03 03:58:26,M001,2772,3,236.71,56.13,96.44,57.69,78.47,18.66,69.83,96.3,6.61,249.28,334.04,27.51,56.41,180.58,0.598,0.267,88.05,295,0,0,,99.926,49.945,3.011,14.84
2024-01-03 03:59:31,M001,2773,3,230.04,51.41,87.48,45.2,64.06,20.29,45.51,133.04,6.77,240.2,257.29,22.86,30.91,178.63,0.517,0.446,88.02,296,0,0,,99.855,49.974,2.966,14.63
2024-01-03 04:00:33,M001,2774,3,236.23,40.62,116.84,63.91,70.47,20.95,53.95,128.5,6.8,248.48,280.26,27.27,61.9,195.61,0.547,0.388,87.99,297,0,1,burn_marks,100.555,50.577,3.085,15.65
2024-01-03 04:01:25,M001,2775,3,230.45,49.27,99.24,56.95,76.07,28.92,54.62,98.47,6.4,239.28,298.4,19.86,40.17,181.19,0.574,0.53,87.95,298,0,0,,99.885,49.966,3.019,15.23
2024-01-03 04:02:26,M001,2776,3,236.74,54.48,95.17,52.37,90.58,27.7,89.83,103.61,7.33,248.7,382.06,24.11,30.44,182.26,0.55,0.308,87.93,299,0,0,,99.924,49.956,3.027,14.95
2024-01-03 04:03:42,M001,2777,3,229.05,53.7,115.41,78.71,87.02,15.35,49.7,115.9,5.04,242.94,270.32,26.46,36.88,175.35,0.682,0.309,87.91,300,0,0,,100.045,50.025,2.998,16.74
2024-01-03 04:04:45,M001,2778,3,226.0,58.17,105.0,59.83,51.33,18.1,55.26,100.74,4.36,234.67,387.58,22.42,59.63,167.83,0.57,0.328,87.87,301,0,0,,100.018,50.078,2.972,15.07
2024-01-03 04:05:45,M001,2779,3,222.25,60.88,75.41,43.89,87.79,24.63,80.36,83.99,6.1,229.81,383.01,18.3,61.54,161.37,0.582,0.306,87.84,302,0,0,,99.924,49.973,3.062,14.7
2024-01-03 04:07:12,M001,2780,3,228.57,43.28,91.4,57.92,53.41,17.84,51.47,127.69,3.05,237.46,341.43,22.33,48.78,185.29,0.634,0.347,87.79,303,0,0,,100.104,49.963,2.954,14.24
2024-01-03 04:08:00,M001,2781,3,230.19,57.72,124.65,68.91,51.76,19.75,88.6,93.51,7.2,235.22,290.15,27.73,42.54,172.48,0.553,0.223,87.78,304,0,0,,100.016,50.004,3.01,16.24
2024-01-03 04:09:22,M001,2782,3,237.54,46.93,87.35,60.29,91.55,21.96,50.49,103.4,5.66,248.98,256.6,27.57,60.44,190.61,0.69,0.435,87.77,305,0,0,,99.915,49.998,3.015,15.04
2024-01-03 04:10:10,M001,2783,3,218.2,45.66,101.15,66.52,76.66,20.83,89.9,100.28,4.01,228.53,303.38,22.56,38.16,172.54,0.658,0.232,87.74,306,0,1,flash,99.709,49.816,2.647,16.04
2024-01-03 04:11:00,M001,2784,3,227.58,52.28,89.24,47.56,85.06,20.54,81.73,119.82,5.76,240.14,235.08,25.54,32.28,175.31,0.533,0.251,87.73,307,0,0,,99.964,49.959,3.009,14.75
2024-01-03 04:11:45,M001,2785,3,231.18,55.92,94.96,52.91,64.31,23.21,46.95,147.8,7.97,240.44,357.5,23.19,69.37,175.27,0.557,0.494,87.68,308,0,0,,100.016,50.021,3.015,15.01
2024-01-03 04:12:42,M001,2786,3,221.9,40.86,88.13,46.5,84.88,29.62,45.99,136.46,4.63,227.4,378.62,23.09,46.31,181.04,0.528,0.644,87.65,309,0,0,,100.172,49.974,3.065,15.34
2024-01-03 04:13:35,M001,2787,3,234.12,56.84,95.76,58.98,59.31,24.94,47.84,117.97,5.86,244.64,296.17,25.04,65.53,177.28,0.616,0.521,87.61,310,0,0,,99.929,49.993,2.993,15.29
2024-01-03 04:14:37,M001,2788,3,221.93,60.21,99.08,59.81,76.89,23.39,61.47,115.88,6.61,230.99,313.77,26.87,48.17,161.72,0.604,0.381,87.59,311,0,1,sink_marks,99.907,49.59,2.865,15.57
2024-01-03 04:15:24,M001,2789,3,224.67,54.63,110.46,75.03,94.34,24.6,58.69,113.32,7.95,236.66,275.72,20.69,64.66,170.05,0.679,0.419,87.55,312,0,0,,100.032,50.002,3.039,15.64
2024-01-03 04:16:41,M001,2790,3,233.39,56.21,124.11,71.13,58.87,23.67,89.3,124.51,6.86,248.35,304.65,24.96,38.93,177.18,0.573,0.265,87.53,313,0,1,burn_marks,99.919,49.677,3.212,16.25
2024-01-03 04:18:00,M001,2791,3,237.21,40.8,108.04,67.39,89.06,22.07,74.43,91.74,5.02,247.42,219.68,24.18,58.29,196.41,0.624,0.297,87.51,314,0,0,,100.165,50.033,3.04,15.63
2024-01-03 04:19:09,M001,2792,3,225.66,45.48,90.65,51.49,59.64,29.28,47.15,132.58,7.96,234.25,295.32,19.19,33.59,180.18,0.568,0.621,87.48,315,0,0,,100.031,49.977,2.982,14.71
2024-01-03 04:20:19,M001,2793,3,226.48,51.11,112.47,71.09,59.02,29.8,85.82,81.1,6.56,236.44,307.81,20.44,41.63,175.37,0.632,0.347,87.46,316,0,0,,100.0,50.027,3.012,14.75
2024-01-03 04:21:12,M001,2794,3,240.6,59.17,112.93,76.08,68.8,16.97,62.33,94.26,5.51,246.96,325.58,18.84,35.92,181.43,0.674,0.272,87.44,317,0,0,,100.063,50.005,3.006,16.7
2024-01-03 04:22:37,M001,2795,3,235.82,52.67,81.56,45.44,69.27,18.68,83.87,107.27,3.8,243.87,317.75,20.02,33.64,183.14,0.557,0.223,87.4,318,0,0,,99.922,50.059,2.968,13.56
2024-01-03 04:23:50,M001,2796,3,233.92,55.74,89.4,47.4,48.5,26.87,85.07,111.99,3.38,247.22,228.34,26.67,60.39,178.18,0.53,0.316,87.37,319,0,0,,100.148,49.963,3.005,14.64
2024-01-03 04:24:50,M001,2797,3,235.74,44.63,111.26,60.56,89.92,23.41,82.77,145.46,6.46,250.88,362.64,22.24,31.57,191.12,0.544,0.283,87.36,320,0,0,,100.294,50.135,3.023,16.36
2024-01-03 04:26:09,M001,2798,3,232.06,48.0,110.35,63.73,91.62,29.1,70.89,84.76,7.38,237.5,240.58,22.08,59.5,184.05,0.577,0.411,87.32,321,0,0,,100.03,49.953,2.987,16.25
2024-01-03 04:27:37,M001,2799,3,230.5,63.2,106.49,72.81,68.39,17.24,79.87,103.69,7.94,240.07,239.69,22.18,51.98,167.29,0.684,0.216,87.28,322,0,0,,99.923,49.858,3.013,16.4
2024-01-03 04:29:03,M001,2800,3,227.3,59.73,110.73,75.75,71.49,28.26,83.48,93.96,5.49,240.19,389.25,23.92,44.87,167.56,0.684,0.339,87.23,323,0,0,,99.952,50.072,3.024,15.59
2024-01-03 04:30:13,M001,2801,3,222.89,48.08,104.02,64.94,92.22,26.35,76.65,145.19,4.87,236.88,330.01,27.28,61.96,174.81,0.624,0.344,87.2,324,0,0,,100.018,50.001,2.996,16.11
2024-01-03 04:31:38,M001,2802,3,229.59,38.42,79.96,52.83,73.99,22.04,62.79,141.04,3.72,240.36,220.36,27.03,44.04,191.17,0.661,0.351,87.15,325,0,1,short_shot,98.988,49.697,3.286,14.32
2024-01-03 04:32:44,M001,2803,3,225.82,49.31,86.23,48.0,78.38,23.11,49.32,140.04,6.54,239.17,322.91,26.82,60.17,176.51,0.557,0.469,87.11,326,0,0,,99.94,50.058,2.987,15.34
2024-01-03 04:33:52,M001,2804,3,223.38,49.94,104.51,57.65,72.91,23.58,70.11,147.01,4.51,232.05,338.8,27.13,35.06,173.43,0.552,0.336,87.08,327,0,0,,99.966,49.956,2.984,15.39
2024-01-03 04:35:09,M001,2805,3,231.78,59.58,82.07,43.53,54.58,15.17,50.7,146.8,6.77,237.46,369.61,24.24,41.6,172.2,0.53,0.299,87.07,328,0,0,,99.887,49.972,2.964,14.12
2024-01-03 04:36:14,M001,2806,3,226.73,40.89,103.35,67.27,50.86,16.01,50.3,90.6,3.61,232.38,385.16,23.34,58.9,185.84,0.651,0.318,87.05,329,0,0,,99.842,49.99,3.037,15.58
2024-01-03 04:37:24,M001,2807,3,235.24,52.26,118.35,80.95,72.68,27.15,57.93,148.09,5.0,241.12,218.23,23.68,60.33,182.98,0.684,0.469,87.03,330,0,0,,99.92,49.973,2.998,15.43
2024-01-03 04:38:52,M001,2808,3,228.69,42.89,103.35,70.95,65.84,16.82,60.07,85.04,6.32,237.75,379.54,26.69,65.25,185.8,0.686,0.28,86.98,331,0,0,,100.062,49.982,3.038,15.83
2024-01-03 04:39:44,M001,2809,3,238.14,45.15,116.79,79.99,53.58,15.93,87.3,115.87,7.38,253.83,214.16,26.77,41.64,192.98,0.685,0.182,86.94,332,0,0,,100.126,49.966,2.993,16.2
2024-01-03 04:40:32,M001,2810,3,238.13,60.19,93.71,50.07,70.41,29.71,72.99,135.53,7.47,244.77,324.21,18.75,63.79,177.93,0.534,0.407,86.92,333,0,0,,99.845,50.035,3.015,14.53
2024-01-03 04:41:27,M001,2811,3,232.77,54.71,90.9,47.42,93.32,18.28,86.18,104.62,5.89,240.06,239.65,20.56,61.5,178.07,0.522,0.212,86.88,334,0,0,,100.124,49.989,3.03,15.44
2024-01-03 04:42:37,M001,2812,3,237.31,53.76,146.40843288722525,60.95,56.13,24.7,65.53,116.34,5.36,242.31,265.96,24.63,47.7,183.54,0.626,0.377,86.84,335,0,0,,100.04,50.01,2.999,14.66
2024-01-03 04:43:49,M001,2813,3,240.1,40.4,99.46,61.47,91.91,21.98,87.78,135.16,3.68,246.4,270.91,24.67,45.59,199.71,0.618,0.25,86.81,336,0,0,,99.785,49.976,2.995,15.91
2024-01-03 04:44:52,M001,2814,3,234.7,53.59,85.42,59.74,94.18,19.68,57.23,87.93,7.77,242.29,348.03,23.74,48.34,181.11,0.699,0.344,86.78,337,0,0,,100.069,50.018,2.982,14.58
2024-01-03 04:46:00,M001,2815,3,229.84,44.08,116.07,69.83,52.4,28.45,86.35,97.64,3.14,238.69,369.91,20.47,44.48,185.76,0.602,0.329,86.73,338,0,0,,100.011,50.03,3.031,15.91
2024-01-03 04:47:29,M001,2816,3,234.94,47.76,90.76,57.7,53.65,21.53,82.21,123.26,5.34,251.27,362.24,23.73,38.88,187.18,0.636,0.262,86.7,339,0,0,,99.975,50.071,3.024,15.45
2024-01-03 04:48:51,M001,2817,3,236.49,46.65,109.87,76.52,83.4,22.94,88.3,136.18,3.02,243.49,228.11,23.63,56.11,189.84,0.696,0.26,86.66,340,0,1,flash,99.684,50.123,3.259,15.58
2024-01-03 04:49:39,M001,2818,3,223.22,56.43,120.33,73.4,91.47,27.42,63.46,88.59,6.66,237.71,281.19,23.46,66.31,166.8,0.61,0.432,86.62,341,0,0,,100.031,49.999,2.951,16.43
2024-01-03 04:50:58,M001,2819,3,236.31,55.76,105.08,58.4,55.26,22.78,51.08,112.32,4.09,245.97,351.26,25.56,41.84,180.55,0.556,0.446,86.57,342,0,0,,100.022,49.972,2.959,15.61
2024-01-03 04:52:24,M001,2820,3,229.24,55.53,96.44,48.7,65.66,27.49,77.58,118.22,7.14,239.23,385.89,24.38,38.58,173.71,0.505,0.354,86.53,343,0,0,,99.991,50.015,2.967,14.61
